Address,County,Price (€),Not Full Market Price,Description of Property,day,month,year,Years since purchase,Inflation adjusted price,Market value increase adjusted price,Estimated profit of house since purchase
"COMERAGH LODGE, ST PATRICKS ROAD, SILVERSPRINGS",Tipperary,235000.0,No,Second-Hand Dwelling house /Apartment,20,1,2014,8,264725.75784989697,309450.12368639966,44724.36583650269
"67 BROOKFIELD GREETN, TERENURE, DUBLIN 6",Dublin,370000.0,No,Second-Hand Dwelling house /Apartment,12,5,2015,7,410642.6177736584,470743.32722363196,60100.70944997354
"503 CORPORATE SUITES, THE WINDMILL, DOCK ROAD",Limerick,391575.0,No,New Dwelling house /Apartment,23,1,2019,3,409461.50969062484,434146.2019031249,24684.692212500086
"1 Bannantyne Place, Steamboat Quay",Limerick,55000.0,No,Second-Hand Dwelling house /Apartment,16,8,2012,10,63829.745376383195,77582.93183416166,13753.186457778465
"35 THE BELFRY, ENNISKERRY ROAD, STEPASIDE",Dublin,275000.0,No,Second-Hand Dwelling house /Apartment,6,12,2016,6,300696.897584226,338045.2147447416,37348.31716051564
"30 BEECHFILED MEADOWS, CASTAHEANY, CLONEE",Dublin,235000.0,No,Second-Hand Dwelling house /Apartment,7,2,2019,3,245734.4181249999,260548.70062499994,14814.28250000003
"Pound Street, Ballaghaderreen",Roscommon,25000.0,No,Second-Hand Dwelling house /Apartment,17,5,2013,9,28584.74938485589,34072.433831428054,5487.684446572162
"9 ST MARYS AVE, KILBEGGAN, WESTMEATH",Westmeath,75000.0,No,Second-Hand Dwelling house /Apartment,7,4,2017,5,80796.3002913281,89076.47292351558,8280.172632187488
"APT 1, 12 ANGLESEA ST, CORK",Cork,440000.0,No,Second-Hand Dwelling house /Apartment,16,4,2021,1,446599.99999999994,455399.99999999994,8800.0
"34 MILL TREE RISE, RATOATH, MEATH",Meath,258500.0,No,Second-Hand Dwelling house /Apartment,20,11,2014,8,291198.33363488666,340395.13605503965,49196.80242015299
"73 MOUNT TALBOT, MONASTERY RD, CLONDALKIN DUBLIN 22",Dublin,232000.0,No,Second-Hand Dwelling house /Apartment,30,4,2021,1,235479.99999999997,240119.99999999997,4640.0
"60 ROSEVALE, CASTLEBLAYNEY, MONAGHAN",Monaghan,127000.0,No,Second-Hand Dwelling house /Apartment,8,2,2019,3,132801.15362499995,140807.17012499998,8006.016500000027
"2 DAVITT AVE, CLONMEL, TIPPERARY",Tipperary,180000.0,No,Second-Hand Dwelling house /Apartment,23,10,2020,2,185440.49999999994,192820.49999999997,7380.000000000029
"55 LOUGHBOLLARD, CLANE, KILDARE",Kildare,215000.0,No,Second-Hand Dwelling house /Apartment,12,11,2018,4,228193.16338437493,246717.44513437492,18524.281749999995
"3 THE MONTEREY PINE, RIVER VILLAGE, MONKSTOWN",Westmeath,125000.0,No,Second-Hand Dwelling house /Apartment,7,10,2019,3,130709.79687499996,138589.73437499997,7879.937500000015
"APT 4 OCEAN SUITES, BALLYBUNION, CO KERRY",Kerry,43000.0,No,Second-Hand Dwelling house /Apartment,23,8,2016,6,47018.060349533516,52857.979032814146,5839.91868328063
"50 Bessborough Avenue, North Strand, Dublin 3",Dublin,85000.0,No,Second-Hand Dwelling house /Apartment,31,1,2013,9,97188.14790851003,115846.27502685538,18658.12711834535
"5 CARRAIGIN, AUGHCASLA, CASTLEGREGORY",Kerry,185000.0,No,Second-Hand Dwelling house /Apartment,14,6,2019,3,193450.49937499993,205112.80687499995,11662.307500000024
"31 FAIRGREEN ST, KILCORMAC, OFFALY",Offaly,62500.0,No,Second-Hand Dwelling house /Apartment,20,11,2014,8,70405.78666220664,82300.56481021269,11894.778148006051
"Apt 18, 18 Lower baggot Street",Dublin,495000.0,No,Second-Hand Dwelling house /Apartment,27,4,2015,7,549373.2318863809,629778.2350694536,80405.00318307267
"Killisk, The Ballagh, Enniscorthy",Wexford,244592.5,No,New Dwelling house /Apartment,5,8,2016,6,267448.0215358902,300666.6334089208,33218.611873030604
"20 ELM WOOD, GRIFFEEN RD, LUCAN",Dublin,265000.0,No,Second-Hand Dwelling house /Apartment,8,9,2014,8,298520.5354477561,348954.3947953018,50433.85934754566
"25 KILLAKEE RISE, FIRHOUSE, DUBLIN 24",Dublin,274500.0,No,Second-Hand Dwelling house /Apartment,25,4,2014,8,309222.21502041153,361464.0806464541,52241.86562604259
"6 ROCHDALE, HONEY PARK, KILL AVENUE   DUN LAOGHAIRE",Dublin,330000.0,No,Second-Hand Dwelling house /Apartment,21,3,2019,3,345073.86374999984,365876.89874999993,20803.03500000009
"Tubber, Taughmaconnell, Ballinasloe",Roscommon,75000.0,No,Second-Hand Dwelling house /Apartment,18,4,2013,9,85754.24815456767,102217.30149428415,16463.053339716484
"28 Barnwell Woods, Barnwell Woods, Hansfield",Dublin,399496.165,No,New Dwelling house /Apartment,31,5,2019,3,417744.5006359317,442928.53912944923,25184.038493517553
"27 Arnott Street, Dublin 8",Dublin,340000.0,No,Second-Hand Dwelling house /Apartment,6,3,2015,7,377347.27038660506,432574.9493406348,55227.67895402975
"42 Brighton Wood, Brighton Road, Foxrock",Dublin,1249999.9025,No,New Dwelling house /Apartment,25,6,2021,1,1268749.9010375,1293749.8990875,24999.998050000053
"APARTMENT 1, 4 JAMES STREET, TRALEE",Kerry,115000.0,No,Second-Hand Dwelling house /Apartment,21,12,2017,5,123887.66044670307,136583.92514939056,12696.264702687491
"DROMCLOGH, LISTOWEL, KERRY",Kerry,200000.0,No,Second-Hand Dwelling house /Apartment,9,3,2018,4,212272.71012499993,229504.60012499994,17231.890000000014
"Threeacre, Broadway",Wexford,185427.31,No,Second-Hand Dwelling house /Apartment,19,12,2014,8,208882.49006730967,244172.35750781436,35289.86744050469
"16 & 17 North King Street, Dublin 2",Dublin,90000.0,No,New Dwelling house /Apartment,15,4,2017,5,96955.56034959371,106891.7675082187,9936.207158624995
"108 Leas na Mara, Ballymoneen Road",Galway,181758.0147,No,New Dwelling house /Apartment,6,5,2016,6,198742.07684130233,223427.00767577963,24684.9308344773
"10 DEERPARK CROSSMOLINA, CROSSMOLINA, MAYO",Mayo,180000.0,No,Second-Hand Dwelling house /Apartment,10,9,2021,1,182699.99999999997,186300.0,3600.000000000029
"7 GREENVIEW TERRACE, TRALEE, CO KERRY",Kerry,170000.0,No,Second-Hand Dwelling house /Apartment,3,11,2020,2,175138.24999999994,182108.24999999997,6970.000000000029
"1 White Pines Heights, Stocking Avenue, Rathfarnham",Dublin,480001.3518,No,New Dwelling house /Apartment,28,11,2018,4,509455.93905124755,550812.5915215921,41356.65247034456
"21 REDBARN HOLIDAY COTTAGES, REDBARN BEACH, YOUGHAL",Cork,140000.0,No,Second-Hand Dwelling house /Apartment,23,2,2021,1,142100.0,144900.0,2800.0
"3 BALHEARY ROAD, SWORDS, COUNTY DUBLIN",Dublin,480000.0,No,Second-Hand Dwelling house /Apartment,24,2,2021,1,487199.99999999994,496799.99999999994,9600.0
"14 GLENBOURNE RD, LEOPARDSTOWN, DUBLIN 18",Dublin,520000.0,No,Second-Hand Dwelling house /Apartment,13,10,2021,1,527800.0,538200.0,10400.0
"SEA VIEW, MAIN ST, WHITEGATE",Cork,76000.0,No,Second-Hand Dwelling house /Apartment,1,10,2018,4,80663.62984749998,87211.74804749998,6548.118199999997
"Apt  22 the Barrington, Block 6A  Lansdowne Place, Ballsbridge  Dublin 4",Dublin,1250000.0,No,New Dwelling house /Apartment,22,12,2020,2,1287781.2499999998,1339031.2499999998,51250.0
"9 CLAUGHAUN COURT, GARRYOWEN, LIMERICK",Limerick,110000.0,No,Second-Hand Dwelling house /Apartment,12,12,2018,4,116749.99056874996,126227.53006874997,9477.539500000014
"80 GLENVIEW PARK, KILPEDDER, WICKLOW",Wicklow,275000.0,No,Second-Hand Dwelling house /Apartment,13,10,2017,5,296253.101068203,326613.7340528905,30360.632984687516
"44 CHANDLERS REST, RUSHBROOKE LINKS, COBH",Cork,199154.75,Yes,Second-Hand Dwelling house /Apartment,14,2,2020,2,205174.20231874994,213339.54706874996,8165.344750000018
"547 The Heron, Jacobs Island, Cork",Cork,200000.0,No,Second-Hand Dwelling house /Apartment,6,1,2010,12,239123.6342923068,302213.73146927205,63090.09717696527
"23 DERHEEN, THURLES, TIPPERARY",Tipperary,70000.0,No,Second-Hand Dwelling house /Apartment,27,6,2019,3,73197.48624999997,77610.25124999999,4412.765000000014
"2 ST FINTANS GROVE, SUTTON, DUBLIN 13",Dublin,675000.0,No,Second-Hand Dwelling house /Apartment,21,8,2017,5,727166.7026219527,801688.2563116403,74521.55368968751
"42 Clanranald Road, Donnycarney",Dublin,171000.0,No,Second-Hand Dwelling house /Apartment,5,12,2012,10,198452.4810793005,241212.3880662117,42759.9069869112
"44 JULIET SQ, PALMERSTOWN, DUBLIN 20",Dublin,191000.0,No,Second-Hand Dwelling house /Apartment,19,12,2016,6,208847.6634130442,234787.76733180234,25940.103918758134
"THE MEWS, 450 NORTH CIRCULAR RD, DUBLIN 1",Dublin,700000.0,No,Second-Hand Dwelling house /Apartment,25,6,2021,1,710499.9999999999,724500.0,14000.000000000116
"73 CROMWELLSFORT DR, MULGANNON, WEXFORD",Wexford,160000.0,No,Second-Hand Dwelling house /Apartment,14,8,2017,5,172365.44062149993,190029.8089034999,17664.36828199998
"10 Waverly Avenue, Waverly, Blacklion",Wicklow,384999.945,No,New Dwelling house /Apartment,9,8,2017,5,414754.282244864,457259.1623512999,42504.880106435914
"19 John McCormack Avenue, Walkinstown",Dublin,172500.0,No,Second-Hand Dwelling house /Apartment,14,12,2012,10,200193.2923168382,243328.28620714336,43134.993890305166
"BOHO, BALLINTUBBER, ROSCOMMON",Roscommon,74000.0,No,Second-Hand Dwelling house /Apartment,21,12,2017,5,79719.01628744371,87888.78661786871,8169.770330425003
"THE ROCK, LORD EDWARD ST, BALLYMOTE",Sligo,60000.0,No,Second-Hand Dwelling house /Apartment,14,9,2017,5,64637.04023306247,71261.17833881247,6624.138105750004
"Moneyteige, Craughwell",Galway,290560.0,No,New Dwelling house /Apartment,14,8,2015,7,322476.5378927411,369673.4625894554,47196.924696714326
"2 CRESENT HAWTHORN, BALLINASLOE, HAWTHORN",Galway,94500.0,No,Second-Hand Dwelling house /Apartment,17,4,2014,8,106453.54943325643,124438.45399304158,17984.90455978515
"8 CHATSWORTH, CLOGH, CASTLECOMER",Kilkenny,85000.0,No,Second-Hand Dwelling house /Apartment,27,11,2018,4,90215.90180312497,97539.45505312497,7323.553249999997
"281 BEECHPARK, LEIXLIP, KILDARE",Kildare,437000.0,No,Second-Hand Dwelling house /Apartment,20,7,2021,1,443554.99999999994,452294.99999999994,8740.0
"129 NEPHIN RD, CABRA, DUBLIN 7",Dublin,350000.0,No,Second-Hand Dwelling house /Apartment,6,4,2017,5,377049.4013595311,415690.2069764061,38640.805616875004
"APT 65 BLOCK 3, THE WATERMILL, RAHENY DUBLIN 5",Dublin,335000.0,No,Second-Hand Dwelling house /Apartment,10,7,2018,4,355556.7894593749,384420.2052093749,28863.415749999986
"TUSCON, 8 MARYVILLE, BALLINTEMPLE",Cork,470000.0,No,Second-Hand Dwelling house /Apartment,2,4,2020,2,484205.7499999999,503475.74999999994,19270.00000000006
"20 ard coillte, ballina, Co Tipperary",Tipperary,299999.795,No,New Dwelling house /Apartment,26,3,2018,4,318408.847607972,344256.6649452848,25847.817337312794
"24 Springfort Crescent, Montenotte, Cork",Cork,355000.0,No,Second-Hand Dwelling house /Apartment,7,5,2010,12,424444.4508688445,536429.3733579579,111984.9224891134
"MUNTERMELLON, HORNHEAD, DUNFANAGHY",Donegal,400000.0,No,Second-Hand Dwelling house /Apartment,4,12,2019,3,418271.34999999986,443487.1499999999,25215.800000000047
"GULLANE, CLONAKILTY, CORK",Cork,420000.0,No,Second-Hand Dwelling house /Apartment,12,12,2019,3,439184.9174999998,465661.5074999999,26476.590000000084
"NEWSTOWN, TULLOW, CO CARLOW",Carlow,175000.0,No,Second-Hand Dwelling house /Apartment,30,9,2019,3,182993.71562499992,194025.62812499996,11031.912500000035
"122 CASTLE PLACE, RAILWAY SQ, WATERFORD",Waterford,118000.0,No,Second-Hand Dwelling house /Apartment,11,3,2021,1,119769.99999999999,122129.99999999999,2360.0
"2 Cualanor Crescent, Monkstown",Dublin,855000.04,No,New Dwelling house /Apartment,30,4,2021,1,867825.0406,884925.0414,17100.000800000038
"3 OLIVER PLUNKETT PARK, KENTSTOWN, NAVAN",Meath,110000.0,No,Second-Hand Dwelling house /Apartment,23,3,2017,5,118501.2404272812,130645.4936211562,12144.253193875003
"26 CLONWOOD HEIGHTS, CLANE, KILDARE",Kildare,490000.0,No,Second-Hand Dwelling house /Apartment,24,3,2016,6,535787.1993318936,602335.1099088123,66547.91057691874
"6 THE RISE, KELLYS BAY, SKERRIES",Dublin,280000.0,No,Second-Hand Dwelling house /Apartment,13,4,2018,4,297181.79417499993,321306.44017499994,24124.646000000008
"15 WOODSIDE, DODDER PARK RD, RATHFARNHAM DUBLIN 14",Dublin,710000.0,No,Second-Hand Dwelling house /Apartment,21,10,2019,3,742431.6462499998,787189.6912499998,44758.04500000004
"2 SÚIOMH ÁLAINN, CHURCHGROUND, KILGARVAN",Kerry,180000.0,No,Second-Hand Dwelling house /Apartment,25,2,2021,1,182699.99999999997,186300.0,3600.000000000029
"WEST END, KILFINNANE, CO LIMERICK",Limerick,20000.0,No,Second-Hand Dwelling house /Apartment,26,6,2014,8,22529.851731906125,26336.180739268057,3806.329007361932
"4 RECTORY GROVE, DUNCORMICK, WEXFORD",Wexford,160000.0,No,Second-Hand Dwelling house /Apartment,5,10,2020,2,164835.99999999994,171395.99999999997,6560.000000000029
"29 FONTENOY ST, DUBLIN 7, DUBLIN",Dublin,350000.0,No,Second-Hand Dwelling house /Apartment,14,9,2017,5,377049.4013595311,415690.2069764061,38640.805616875004
"2 Wolfe Avenue, Lehenaghmore",Cork,476700.0,No,New Dwelling house /Apartment,16,3,2016,6,521244.4039214564,585986.0140684303,64741.610146973864
"20 Temple Mills, Rathangan",Kildare,239949.215,No,New Dwelling house /Apartment,10,12,2020,2,247201.68002337494,257039.59783837496,9837.917815000023
"15 OWENDOHER LODGE, BALLYBODEN RD, RATHFARNHAM DUBLIN 16",Dublin,378000.0,No,Second-Hand Dwelling house /Apartment,13,9,2021,1,383669.99999999994,391229.99999999994,7560.0
"7 BARRETTSTOWN LAWNS, NEWBRIDGE, KILDARE",Kildare,155000.0,No,Second-Hand Dwelling house /Apartment,11,3,2016,6,169483.7059111092,190534.57558339983,21050.86967229063
"6 The Place, Hazelbrook Square, Churchtown",Dublin,466343.125,No,New Dwelling house /Apartment,28,10,2016,6,509919.7487172105,573254.770310396,63335.02159318549
"7 Court Keep, Barrack Street, Tullow",Carlow,31780.0,No,New Dwelling house /Apartment,22,8,2019,3,33231.65875749999,35235.054067499994,2003.3953100000072
"2 KNOCKROE, DRANGAN, THURLES",Tipperary,100000.0,Yes,Second-Hand Dwelling house /Apartment,28,7,2017,5,107728.40038843745,118768.63056468745,11040.23017625
"31 Hanover Court, Hanover Quay, Dublin 2",Dublin,510000.00335,No,New Dwelling house /Apartment,29,11,2019,3,533295.9747530224,565446.1199642047,32150.145211182302
"37 Sandyford Downs, Sandyford",Dublin,495000.0,No,Second-Hand Dwelling house /Apartment,2,3,2012,10,574467.7083874488,698246.3865074549,123778.67812000611
"39 ST ASSAMS PARK, RAHENY, DUBLIN 5",Dublin,640000.0,No,Second-Hand Dwelling house /Apartment,28,3,2018,4,679272.6723999998,734414.7203999998,55142.04799999995
"83/84, Capel Street",Dublin,153000.0,No,Second-Hand Dwelling house /Apartment,22,11,2012,10,177562.7462288478,215821.6103750315,38258.86414618371
"14 Kilamainham Square, Kilmainham",Dublin,360000.0,No,Second-Hand Dwelling house /Apartment,30,6,2015,7,399544.16864464065,458020.5345959662,58476.36595132557
"DERRYDONNELL, ATHENRY, CO GALWAY",Galway,420000.0,No,Second-Hand Dwelling house /Apartment,9,8,2021,1,426299.99999999994,434699.99999999994,8400.0
"19 ORLAGH WAY, KNOCKLYON, DUBLIN 16",Dublin,490000.0,No,Second-Hand Dwelling house /Apartment,6,3,2020,2,504810.2499999999,524900.2499999999,20090.0
"31 LIOS EALTAN, NILE LODGE, GALWAY",Galway,326000.0,No,Second-Hand Dwelling house /Apartment,28,6,2018,4,346004.51750374987,374092.4982037499,28087.980700000015
"MOUNTAIN VIEW, BUNANMERA, DUNMANWAY",Cork,270000.0,No,Second-Hand Dwelling house /Apartment,29,7,2016,6,295229.68126451276,331898.93811301904,36669.25684850628
"30 CHARLESLAND CRESCENT, CHARLESLAND, GREYSTONES",Wicklow,310000.0,No,Second-Hand Dwelling house /Apartment,1,8,2014,8,349212.7018445449,408210.8014586549,58998.09961411002
"8 Cartron Court, Moate",Westmeath,69235.0,No,New Dwelling house /Apartment,6,1,2014,8,77992.71423292602,91169.2736741612,13176.559441235178
"15 LARKFIELD CLOSE, CLAY FARM, LEOPARDSTOWN",Dublin,574338.375,No,New Dwelling house /Apartment,29,8,2018,4,609581.8169501926,659066.4954540863,49484.67850389378
"THE COTTAGE, DRUMLAHEEN, FOXFIELD",Leitrim,44000.0,No,Second-Hand Dwelling house /Apartment,4,5,2016,6,48111.503613476154,54087.23435915866,5975.730745682507
"73 Lissadell Avenue, Drimnagh, Dublin 12",Dublin,118000.0,No,Second-Hand Dwelling house /Apartment,22,3,2011,11,138997.97461326208,172276.42663465752,33278.45202139544
"1 Cearnog Chiarain, Sli Na Manach, Mungret",Limerick,284999.99820000003,No,New Dwelling house /Apartment,21,12,2018,4,302488.61001767055,327044.0531125835,24555.443094912975
"CASTLE STREET, BIRR, CO OFFALY",Offaly,21000.0,No,Second-Hand Dwelling house /Apartment,27,11,2018,4,22288.634563124993,24097.983013124995,1809.3484500000013
"Ballybolauder, Kilmacrenan",Donegal,70000.0,No,Second-Hand Dwelling house /Apartment,15,1,2014,8,78854.48106167142,92176.6325874382,13322.151525766778
"35 The Avenue, Carrickmines Green, Glenamuck Road",Dublin,195787.5,No,New Dwelling house /Apartment,10,4,2019,3,204730.75484531242,217073.10095156246,12342.346106250043
"16 Cedar Lawns, St. Mary's Road, Edenderry",Offaly,165000.625,No,New Dwelling house /Apartment,1,2,2017,5,177752.53394342423,195968.98273567532,18216.44879225109
"TULLAHA, GLENFLESK, KILLARNEY",Kerry,380000.0,No,Second-Hand Dwelling house /Apartment,1,6,2017,5,409367.9214760623,451320.7961458123,41952.87466974999
"42 MOYLARAGH WALK, BALBRIGGAN, DUBLIN",Dublin,90000.0,No,Second-Hand Dwelling house /Apartment,13,5,2014,8,101384.33279357756,118512.81332670627,17128.480533128706
"DERRYNANE, 2 GLENDALOUGH PARK, THE LOUTH",Cork,400000.0,No,Second-Hand Dwelling house /Apartment,18,12,2017,5,430913.6015537498,475074.5222587498,44160.920705
"27 CULVERT APTS, DUBLIN 8, DUBLIN",Dublin,1250000.0,No,Second-Hand Dwelling house /Apartment,3,8,2017,5,1346605.0048554682,1484607.8820585932,138002.87720312504
"9 CROMCASTLE RD, KILMORE DUBLIN 5, DUBLIN",Dublin,290000.0,No,Second-Hand Dwelling house /Apartment,14,12,2018,4,307795.4296812499,332781.6701812499,24986.240500000014
"KILNAGRANGE KILMACTHOMAS, KILMACTHOMAS, WATERFORD",Waterford,345000.0,No,Second-Hand Dwelling house /Apartment,4,9,2020,2,355427.6249999999,369572.62499999994,14145.000000000058
"98 Abbeygate, Ferrybank",Kilkenny,170250.0,Yes,New Dwelling house /Apartment,2,2,2018,4,180697.14449390618,195365.7908564062,14668.646362500032
"CHURCH STREET, ABBEYFEALE, CO LIMERICK",Limerick,60000.0,No,Second-Hand Dwelling house /Apartment,10,10,2019,3,62740.70249999998,66523.07249999998,3782.3700000000026
"14 delhurst terrace Ongar d15, ongar",Dublin,157000.0,No,Second-Hand Dwelling house /Apartment,22,10,2012,10,182204.9095289484,221464.005417516,39259.095888567594
"2 BLAKES COURT, CLONSILLA, BLAKESTOWN ROAD",Dublin,111000.0,No,Second-Hand Dwelling house /Apartment,18,6,2013,9,126916.28726876015,151281.60621154055,24365.318942780403
"3 BRAMBLE PARK, BRIDGETOWN, WEXFORD",Wexford,187500.0,No,Second-Hand Dwelling house /Apartment,8,8,2019,3,196064.6953124999,207884.60156249994,11819.90625000003
"NO 1 INISBOFIN, BAILEY VIEW HARBOUR ROAD, DALKEY",Dublin,295000.0,No,Second-Hand Dwelling house /Apartment,23,5,2012,10,342359.5433824189,416126.6343832307,73767.09100081178
"18 Hillview, Ballyclerihan, Clonmel",Tipperary,185000.0,No,Second-Hand Dwelling house /Apartment,8,6,2010,12,221189.36172038378,279547.70160907664,58358.33988869286
"19 BUNREE RD, BALLINA, CO MAYO",Mayo,33000.0,No,Second-Hand Dwelling house /Apartment,25,8,2015,7,36624.882125758726,41985.21567129691,5360.333545538182
"Ballylongane, Ballyheigue",Kerry,50000.0,No,Second-Hand Dwelling house /Apartment,22,11,2011,11,58897.4468700263,72998.48586214302,14101.038992116715
"36 PINE GROVE, TRAMORE HEIGHTS, TRAMORE",Waterford,267000.0,No,Second-Hand Dwelling house /Apartment,13,11,2020,2,275070.07499999995,286017.07499999995,10947.0
"1 The Crescent, Heathfield, Carriganarra",Cork,474998.635,No,New Dwelling house /Apartment,3,9,2019,3,496695.80077401793,526639.4772251005,29943.676451082574
"34 KINVARA AVE NAVAN RD, DUBLIN",Dublin,444000.0,No,Second-Hand Dwelling house /Apartment,15,11,2019,3,464281.1984999998,492270.7364999999,27989.53800000006
"37 ST. MARYS ROAD, EAST WALL, DUBLIN 3",Dublin,312500.0,No,Second-Hand Dwelling house /Apartment,8,9,2017,5,336651.25121386704,371151.9705146483,34500.71930078126
"23 WOODLAND PARK, RUSH, DUBLIN",Dublin,355000.0,No,Second-Hand Dwelling house /Apartment,24,11,2021,1,360324.99999999994,367425.0,7100.000000000058
"14 Radharc na Coille, Rathcoole",Cork,87395.0,No,New Dwelling house /Apartment,11,12,2014,8,98449.81960549678,115082.5257854166,16632.706179919813
