Address,County,Price (€),Not Full Market Price,Description of Property,day,month,year,Years since purchase
"2 CRESENT HAWTHORN, BALLINASLOE, HAWTHORN",Galway,94500.0,No,Second-Hand Dwelling house /Apartment,17,4,2014,8
"8 CHATSWORTH, CLOGH, CASTLECOMER",Kilkenny,85000.0,No,Second-Hand Dwelling house /Apartment,27,11,2018,4
"281 BEECHPARK, LEIXLIP, KILDARE",Kildare,437000.0,No,Second-Hand Dwelling house /Apartment,20,7,2021,1
"129 NEPHIN RD, CABRA, DUBLIN 7",Dublin,350000.0,No,Second-Hand Dwelling house /Apartment,6,4,2017,5
"APT 65 BLOCK 3, THE WATERMILL, RAHENY DUBLIN 5",Dublin,335000.0,No,Second-Hand Dwelling house /Apartment,10,7,2018,4
"TUSCON, 8 MARYVILLE, BALLINTEMPLE",Cork,470000.0,No,Second-Hand Dwelling house /Apartment,2,4,2020,2
"20 ard coillte, ballina, Co Tipperary",Tipperary,299999.795,No,New Dwelling house /Apartment,26,3,2018,4
"24 Springfort Crescent, Montenotte, Cork",Cork,355000.0,No,Second-Hand Dwelling house /Apartment,7,5,2010,12
"MUNTERMELLON, HORNHEAD, DUNFANAGHY",Donegal,400000.0,No,Second-Hand Dwelling house /Apartment,4,12,2019,3
"GULLANE, CLONAKILTY, CORK",Cork,420000.0,No,Second-Hand Dwelling house /Apartment,12,12,2019,3
"NEWSTOWN, TULLOW, CO CARLOW",Carlow,175000.0,No,Second-Hand Dwelling house /Apartment,30,9,2019,3
"122 CASTLE PLACE, RAILWAY SQ, WATERFORD",Waterford,118000.0,No,Second-Hand Dwelling house /Apartment,11,3,2021,1
"2 Cualanor Crescent, Monkstown",Dublin,855000.04,No,New Dwelling house /Apartment,30,4,2021,1
"3 OLIVER PLUNKETT PARK, KENTSTOWN, NAVAN",Meath,110000.0,No,Second-Hand Dwelling house /Apartment,23,3,2017,5
"26 CLONWOOD HEIGHTS, CLANE, KILDARE",Kildare,490000.0,No,Second-Hand Dwelling house /Apartment,24,3,2016,6
"6 THE RISE, KELLYS BAY, SKERRIES",Dublin,280000.0,No,Second-Hand Dwelling house /Apartment,13,4,2018,4
"15 WOODSIDE, DODDER PARK RD, RATHFARNHAM DUBLIN 14",Dublin,710000.0,No,Second-Hand Dwelling house /Apartment,21,10,2019,3
"2 SÚIOMH ÁLAINN, CHURCHGROUND, KILGARVAN",Kerry,180000.0,No,Second-Hand Dwelling house /Apartment,25,2,2021,1
"WEST END, KILFINNANE, CO LIMERICK",Limerick,20000.0,No,Second-Hand Dwelling house /Apartment,26,6,2014,8
"4 RECTORY GROVE, DUNCORMICK, WEXFORD",Wexford,160000.0,No,Second-Hand Dwelling house /Apartment,5,10,2020,2
"29 FONTENOY ST, DUBLIN 7, DUBLIN",Dublin,350000.0,No,Second-Hand Dwelling house /Apartment,14,9,2017,5
"2 Wolfe Avenue, Lehenaghmore",Cork,476700.0,No,New Dwelling house /Apartment,16,3,2016,6
"20 Temple Mills, Rathangan",Kildare,239949.215,No,New Dwelling house /Apartment,10,12,2020,2
"15 OWENDOHER LODGE, BALLYBODEN RD, RATHFARNHAM DUBLIN 16",Dublin,378000.0,No,Second-Hand Dwelling house /Apartment,13,9,2021,1
"7 BARRETTSTOWN LAWNS, NEWBRIDGE, KILDARE",Kildare,155000.0,No,Second-Hand Dwelling house /Apartment,11,3,2016,6
"6 The Place, Hazelbrook Square, Churchtown",Dublin,466343.125,No,New Dwelling house /Apartment,28,10,2016,6
"7 Court Keep, Barrack Street, Tullow",Carlow,31780.0,No,New Dwelling house /Apartment,22,8,2019,3
"2 KNOCKROE, DRANGAN, THURLES",Tipperary,100000.0,Yes,Second-Hand Dwelling house /Apartment,28,7,2017,5
"31 Hanover Court, Hanover Quay, Dublin 2",Dublin,510000.00335,No,New Dwelling house /Apartment,29,11,2019,3
"37 Sandyford Downs, Sandyford",Dublin,495000.0,No,Second-Hand Dwelling house /Apartment,2,3,2012,10
"39 ST ASSAMS PARK, RAHENY, DUBLIN 5",Dublin,640000.0,No,Second-Hand Dwelling house /Apartment,28,3,2018,4
"83/84, Capel Street",Dublin,153000.0,No,Second-Hand Dwelling house /Apartment,22,11,2012,10
"14 Kilamainham Square, Kilmainham",Dublin,360000.0,No,Second-Hand Dwelling house /Apartment,30,6,2015,7
"DERRYDONNELL, ATHENRY, CO GALWAY",Galway,420000.0,No,Second-Hand Dwelling house /Apartment,9,8,2021,1
"19 ORLAGH WAY, KNOCKLYON, DUBLIN 16",Dublin,490000.0,No,Second-Hand Dwelling house /Apartment,6,3,2020,2
"31 LIOS EALTAN, NILE LODGE, GALWAY",Galway,326000.0,No,Second-Hand Dwelling house /Apartment,28,6,2018,4
"MOUNTAIN VIEW, BUNANMERA, DUNMANWAY",Cork,270000.0,No,Second-Hand Dwelling house /Apartment,29,7,2016,6
"30 CHARLESLAND CRESCENT, CHARLESLAND, GREYSTONES",Wicklow,310000.0,No,Second-Hand Dwelling house /Apartment,1,8,2014,8
"8 Cartron Court, Moate",Westmeath,69235.0,No,New Dwelling house /Apartment,6,1,2014,8
"15 LARKFIELD CLOSE, CLAY FARM, LEOPARDSTOWN",Dublin,574338.375,No,New Dwelling house /Apartment,29,8,2018,4
"THE COTTAGE, DRUMLAHEEN, FOXFIELD",Leitrim,44000.0,No,Second-Hand Dwelling house /Apartment,4,5,2016,6
"73 Lissadell Avenue, Drimnagh, Dublin 12",Dublin,118000.0,No,Second-Hand Dwelling house /Apartment,22,3,2011,11
"1 Cearnog Chiarain, Sli Na Manach, Mungret",Limerick,284999.99820000003,No,New Dwelling house /Apartment,21,12,2018,4
"CASTLE STREET, BIRR, CO OFFALY",Offaly,21000.0,No,Second-Hand Dwelling house /Apartment,27,11,2018,4
"Ballybolauder, Kilmacrenan",Donegal,70000.0,No,Second-Hand Dwelling house /Apartment,15,1,2014,8
"35 The Avenue, Carrickmines Green, Glenamuck Road",Dublin,195787.5,No,New Dwelling house /Apartment,10,4,2019,3
"16 Cedar Lawns, St. Mary's Road, Edenderry",Offaly,165000.625,No,New Dwelling house /Apartment,1,2,2017,5
"TULLAHA, GLENFLESK, KILLARNEY",Kerry,380000.0,No,Second-Hand Dwelling house /Apartment,1,6,2017,5
"42 MOYLARAGH WALK, BALBRIGGAN, DUBLIN",Dublin,90000.0,No,Second-Hand Dwelling house /Apartment,13,5,2014,8
"DERRYNANE, 2 GLENDALOUGH PARK, THE LOUTH",Cork,400000.0,No,Second-Hand Dwelling house /Apartment,18,12,2017,5
"27 CULVERT APTS, DUBLIN 8, DUBLIN",Dublin,1250000.0,No,Second-Hand Dwelling house /Apartment,3,8,2017,5
"9 CROMCASTLE RD, KILMORE DUBLIN 5, DUBLIN",Dublin,290000.0,No,Second-Hand Dwelling house /Apartment,14,12,2018,4
"KILNAGRANGE KILMACTHOMAS, KILMACTHOMAS, WATERFORD",Waterford,345000.0,No,Second-Hand Dwelling house /Apartment,4,9,2020,2
"98 Abbeygate, Ferrybank",Kilkenny,170250.0,Yes,New Dwelling house /Apartment,2,2,2018,4
"CHURCH STREET, ABBEYFEALE, CO LIMERICK",Limerick,60000.0,No,Second-Hand Dwelling house /Apartment,10,10,2019,3
"14 delhurst terrace Ongar d15, ongar",Dublin,157000.0,No,Second-Hand Dwelling house /Apartment,22,10,2012,10
"2 BLAKES COURT, CLONSILLA, BLAKESTOWN ROAD",Dublin,111000.0,No,Second-Hand Dwelling house /Apartment,18,6,2013,9
"3 BRAMBLE PARK, BRIDGETOWN, WEXFORD",Wexford,187500.0,No,Second-Hand Dwelling house /Apartment,8,8,2019,3
"NO 1 INISBOFIN, BAILEY VIEW HARBOUR ROAD, DALKEY",Dublin,295000.0,No,Second-Hand Dwelling house /Apartment,23,5,2012,10
"18 Hillview, Ballyclerihan, Clonmel",Tipperary,185000.0,No,Second-Hand Dwelling house /Apartment,8,6,2010,12
"19 BUNREE RD, BALLINA, CO MAYO",Mayo,33000.0,No,Second-Hand Dwelling house /Apartment,25,8,2015,7
"Ballylongane, Ballyheigue",Kerry,50000.0,No,Second-Hand Dwelling house /Apartment,22,11,2011,11
"36 PINE GROVE, TRAMORE HEIGHTS, TRAMORE",Waterford,267000.0,No,Second-Hand Dwelling house /Apartment,13,11,2020,2
"1 The Crescent, Heathfield, Carriganarra",Cork,474998.635,No,New Dwelling house /Apartment,3,9,2019,3
"34 KINVARA AVE NAVAN RD, DUBLIN",Dublin,444000.0,No,Second-Hand Dwelling house /Apartment,15,11,2019,3
"37 ST. MARYS ROAD, EAST WALL, DUBLIN 3",Dublin,312500.0,No,Second-Hand Dwelling house /Apartment,8,9,2017,5
"23 WOODLAND PARK, RUSH, DUBLIN",Dublin,355000.0,No,Second-Hand Dwelling house /Apartment,24,11,2021,1
"14 Radharc na Coille, Rathcoole",Cork,87395.0,No,New Dwelling house /Apartment,11,12,2014,8
"21 AN LUASAN, BALLYBRIT, GALWAY",Galway,142000.0,No,Second-Hand Dwelling house /Apartment,23,7,2015,7
"BRATTY RD, CASTLEPOLLARD, CO WESTMEATH",Westmeath,53332.0,Yes,Second-Hand Dwelling house /Apartment,20,12,2016,6
"115 Sallins Bridge, Sallins",Kildare,245000.0,No,Second-Hand Dwelling house /Apartment,29,3,2012,10
"GORTROE, LOMBARDSTOWN, COUNTY CORK",Cork,50000.0,No,Second-Hand Dwelling house /Apartment,14,3,2019,3
"29 FOXES GLEN, MILFORD, DONEGAL",Donegal,97610.0,No,New Dwelling house /Apartment,26,10,2017,5
"180 CLUAIN RIOCAIRD, HEADFORD RD, GALWAY",Galway,186000.0,No,Second-Hand Dwelling house /Apartment,5,12,2018,4
"35 the close, ledwill park, Kilcock",Kildare,319999.63,No,New Dwelling house /Apartment,13,8,2021,1
"33 KNOCKRAHADERRY, LISCANNOR, CLARE",Clare,350000.0,No,Second-Hand Dwelling house /Apartment,14,9,2021,1
"167 DECIES RD, BALLYFERMOT, DUBLIN 10",Dublin,230000.0,No,Second-Hand Dwelling house /Apartment,9,7,2021,1
"5 CLOGHASTAGH TCE, BETTYSTOWN, MEATH",Meath,70000.0,No,Second-Hand Dwelling house /Apartment,17,12,2015,7
"31 THE INNINGS, OBSERVATORY LANE, DUBLIN 6",Dublin,375000.0,No,Second-Hand Dwelling house /Apartment,20,8,2020,2
"11 Shackleton Heath, Shackleton Park, Lucan",Dublin,389999.62,No,New Dwelling house /Apartment,9,9,2020,2
"143 GLENMORE WOOD, DUBLIN RD, MULLINGAR",Westmeath,191000.0,No,Second-Hand Dwelling house /Apartment,4,9,2019,3
"65 WEST ST, DROGHEDA, LOUTH",Louth,100000.0,No,Second-Hand Dwelling house /Apartment,14,2,2014,8
"15 GLENCARRA, CASTLEBAR, MAYO",Mayo,185000.0,No,Second-Hand Dwelling house /Apartment,1,12,2021,1
"12 THE GROVE, ORLYNN PARK, LUSK",Dublin,245000.0,No,Second-Hand Dwelling house /Apartment,2,9,2015,7
"30 Chandler's Way, Rushbrooke Links, Cobh",Cork,190000.0,No,Second-Hand Dwelling house /Apartment,24,9,2010,12
"10 CHAPEL STREET, TALLOW, WATERFORD",Waterford,50000.0,No,Second-Hand Dwelling house /Apartment,8,12,2015,7
"7 LUTTRELLSTOWN, THICKET, CASTLEKNOCK DUBLIN 15",Dublin,460000.0,No,Second-Hand Dwelling house /Apartment,20,3,2019,3
"169 WATERVILLE CRESCENT, DUNDALK, LOUTH",Louth,156000.0,No,Second-Hand Dwelling house /Apartment,22,1,2019,3
"GLENLOSSERA, UPPER KILMACUD ROAD, DUNDRUM",Dublin,690000.0,No,Second-Hand Dwelling house /Apartment,16,3,2016,6
"146 REDFORD PARK, GREYSTONES, WICKLOW",Wicklow,475000.0,No,Second-Hand Dwelling house /Apartment,20,8,2021,1
"15 The Wood, Bellingstown, Kilmartin",Dublin,354999.99955,No,New Dwelling house /Apartment,11,12,2020,2
"LONGWOOD, ENFIELD, MEATH",Meath,342500.0,No,Second-Hand Dwelling house /Apartment,31,3,2020,2
"1 Shackleton Avenue, Shackleton Park, Lucan",Dublin,374999.9821,No,New Dwelling house /Apartment,4,7,2018,4
"BLUEBELL COTTAGE, GLACK, ARDEE",Louth,78000.0,No,Second-Hand Dwelling house /Apartment,13,9,2017,5
"KNOCKNACARRIGEEN, BELCLARE, GALWAY",Galway,270000.0,No,Second-Hand Dwelling house /Apartment,10,5,2018,4
"65 Hollybank Road, Drumcondra, Dublin 9",Dublin,290000.0,No,Second-Hand Dwelling house /Apartment,7,9,2012,10
"APTS 1-9 GRACE PARK HOUSE, RICHMOND RD, DRUMCONDRA DUBLIN 9",Dublin,850000.0,No,Second-Hand Dwelling house /Apartment,19,12,2014,8
"4 ST MAGDALENE TERRACE, DROGHEDA, LOUTH",Louth,165000.0,No,Second-Hand Dwelling house /Apartment,9,10,2019,3
"AUBURN, BURY ST, BALLINA",Mayo,300000.0,No,Second-Hand Dwelling house /Apartment,30,11,2018,4
"No. 5 Lahard, Beaufort, Killarney",Kerry,330000.0,No,Second-Hand Dwelling house /Apartment,8,12,2011,11
"98 PATRICIAN VILLAS, STILLORGAN, DUBLIN",Dublin,460000.0,No,Second-Hand Dwelling house /Apartment,3,12,2019,3
"92 WOODLANDS, LACKAGH, TURLOUGHMORE",Galway,276000.0,No,Second-Hand Dwelling house /Apartment,27,10,2010,12
"Lissycasey, Co. Clare",Clare,268099.99575,No,New Dwelling house /Apartment,27,7,2010,12
"43 HIGHFIELD MANOR, MULLINS LANE, CARLOW",Carlow,226500.0,No,Second-Hand Dwelling house /Apartment,15,2,2021,1
"7 MENEVAL GREEN, FARMLEIGH, DUNMORE RD",Waterford,91600.0,No,Second-Hand Dwelling house /Apartment,22,12,2014,8
"CLOUGHABRODY, THOMASTOWN, KILKENNY",Kilkenny,240000.0,Yes,Second-Hand Dwelling house /Apartment,21,2,2017,5
"22 BRIOT CLOSE, TEMPLARS HILL, KILBARRY",Waterford,125000.0,No,Second-Hand Dwelling house /Apartment,12,7,2019,3
"11 LIMEKILN LANE, HAROLDS CROSS DUBLIN 6, DUBLIN",Dublin,350000.0,No,Second-Hand Dwelling house /Apartment,16,11,2018,4
"11 Edenbrook Close, Edenbrook Citywest, Dublin 24",Dublin,403649.9926,No,New Dwelling house /Apartment,16,12,2019,3
"46 An Glasan, Greenville Lane, Enniscorthy",Wexford,73449.9814,Yes,New Dwelling house /Apartment,21,4,2011,11
"10 THE MILL, WEAVERS SQ, DUBLIN 8",Dublin,155000.0,No,Second-Hand Dwelling house /Apartment,6,5,2016,6
"8 Cedarhurst Road, Phoenix Park Racecourse, Castleknock",Dublin,22700.0,No,New Dwelling house /Apartment,20,12,2013,9
"73 NASH ST, INCHICORE, DUBLIN 8",Dublin,300000.0,No,Second-Hand Dwelling house /Apartment,29,9,2020,2
"13 Springdale, Claremorris",Mayo,90000.0,No,Second-Hand Dwelling house /Apartment,15,2,2013,9
"Apartment 10 Beech House, Carrickmines Green, Glenamuck road",Dublin,220999.99275,No,New Dwelling house /Apartment,14,7,2011,11
"84A RIVER VALLEY DR, SWORDS, DUBLIN",Dublin,282000.0,No,Second-Hand Dwelling house /Apartment,17,11,2021,1
"BALLYVAKE, GLENBRIEN, ENNISCORTHY",Wexford,227000.0,No,Second-Hand Dwelling house /Apartment,24,2,2021,1
"49 THE PALMS, ROEBUCK RD, CLONSKEAGH DUBLIN 14",Dublin,885000.0,No,Second-Hand Dwelling house /Apartment,23,9,2021,1
"38 PARK AVENUE, MILLERS GLEN, SWORDS",Dublin,385229.215,No,New Dwelling house /Apartment,26,6,2017,5
"17 The Rise, Moyglare Hall, Maynooth",Kildare,339998.33,No,New Dwelling house /Apartment,8,1,2016,6
"1 THE PINES, FRENCHPARK, TYRELLSTOWN",Dublin,141000.0,No,Second-Hand Dwelling house /Apartment,4,6,2015,7
"49 LOWER ALBERT RD, GLENAGEARY, DUBLIN",Dublin,755000.0,No,Second-Hand Dwelling house /Apartment,11,11,2014,8
"19 Blackrock Crescent, Eden, Blackrock",Cork,384999.945,No,New Dwelling house /Apartment,11,10,2018,4
"123 Evanwood, Castletroy",Limerick,276372.5,No,New Dwelling house /Apartment,27,6,2016,6
"305C THE CRESCENT, BELGARD HEIGHTS, DUBLIN 24",Dublin,365000.0,No,Second-Hand Dwelling house /Apartment,6,1,2017,5
"66 Rory O'Connor Place, Arklow",Wicklow,145000.0,No,Second-Hand Dwelling house /Apartment,4,1,2010,12
"2 MOREHAMPTON MEWS, MOREHAMPTON ROAD, DONNYBROOK",Dublin,680000.0,No,Second-Hand Dwelling house /Apartment,18,12,2013,9
"17 RUANBEG AVENUE, KILDARE TOWN, COUNTY KILDARE",Kildare,120000.0,No,Second-Hand Dwelling house /Apartment,3,4,2017,5
"9 Sherlock Terrace, Skerries",Dublin,280000.0,No,Second-Hand Dwelling house /Apartment,22,4,2013,9
"41 SUMMERCOVE, LAHINCH, CO CLARE",Clare,93000.0,No,Second-Hand Dwelling house /Apartment,5,8,2014,8
"29 GRIFFITH PLACE, WATERFORD, WATERFORD",Waterford,150000.0,No,Second-Hand Dwelling house /Apartment,17,9,2021,1
"GLENDUN, SLANEY WOODS, WEXFORD",Wexford,450000.0,No,Second-Hand Dwelling house /Apartment,25,1,2017,5
"143 OLD YOUGHAL ROAD, DILLONS CROSS, CORK CITY",Cork,140000.0,No,Second-Hand Dwelling house /Apartment,23,11,2018,4
"WESTFIELDS, TULLAGHSTOWN, NAVAN",Meath,480000.0,No,Second-Hand Dwelling house /Apartment,28,1,2019,3
"11 VICARS COURT, ARCHERSWOOD, CLONEE DUBLIN 15",Dublin,70833.0,No,Second-Hand Dwelling house /Apartment,20,2,2015,7
"3 GLENSIDE RD, WICKLOW, WICKLOW",Wicklow,235000.0,No,Second-Hand Dwelling house /Apartment,30,7,2018,4
"BALLYBEGGAN, TRALEE, COUNTY KERRY",Kerry,76666.0,Yes,Second-Hand Dwelling house /Apartment,11,10,2016,6
"10 PARKER HOUSE, MYRTLE COURT, BALDOYLE DUBLIN 13",Dublin,220000.0,No,Second-Hand Dwelling house /Apartment,24,12,2019,3
"22 Ardilaun Court, Sybil Hill Road, Raheny",Dublin,519361.99409999995,No,New Dwelling house /Apartment,28,11,2019,3
"85 BARROWVALE, PORTLAOISE RD, GRAIGUECULLEN",Laois,141500.0,No,Second-Hand Dwelling house /Apartment,30,9,2016,6
"895 Grangenolvan, Athy",Kildare,125000.0,No,Second-Hand Dwelling house /Apartment,25,3,2011,11
"10 MARKET SQ, PORTLAW, WATERFORD",Waterford,40000.0,No,Second-Hand Dwelling house /Apartment,23,12,2015,7
"KNOCKROWER, STRADBALLY",Waterford,165000.0,No,Second-Hand Dwelling house /Apartment,18,10,2011,11
"41 Belltree Avenue, Belltree, Clongriffin",Dublin,424999.98955,No,New Dwelling house /Apartment,18,3,2021,1
"23 Pairc Ard Sheelhane, Sneem, Co. Kerry",Kerry,124999.82,No,New Dwelling house /Apartment,28,2,2014,8
"no 12 castle manor, racecourse road, roscommon",Roscommon,148460.27,No,New Dwelling house /Apartment,3,5,2013,9
"161 CHERRYWOOD PARK, CLONDALKIN, DUBLIN 22",Dublin,245000.0,No,Second-Hand Dwelling house /Apartment,18,12,2018,4
"8 BELLVUE COURT, DELVIN RD, MULLINGAR",Westmeath,120000.0,No,Second-Hand Dwelling house /Apartment,23,7,2021,1
"RAINBOW HILL, CLOUNAGUILLAGH, KILLORGLIN",Kerry,94245.0,Yes,Second-Hand Dwelling house /Apartment,2,10,2020,2
"46 THE HAMPTON, ST PAPPINS ST, BALLYMUN DUBLIN 9",Dublin,53846.15,No,Second-Hand Dwelling house /Apartment,9,11,2015,7
"12 HILLCREST, PEMBROKE HEIGHTS, PEMBROKE WOOD",Cork,220000.0,No,Second-Hand Dwelling house /Apartment,6,5,2015,7
"7 BROOMVILLE, DUBLIN ROAD, PORTLAOISE",Laois,252000.0,No,Second-Hand Dwelling house /Apartment,9,7,2021,1
"46 Ardmoniel Heights, KILLORGLIN",Kerry,208083.32955,Yes,New Dwelling house /Apartment,14,12,2018,4
"10 pinewood grove, Glasnevin, Dublin 11",Dublin,373000.0,No,Second-Hand Dwelling house /Apartment,26,11,2010,12
"15A CLAREMONT RD, HOWTH, DUBLIN",Dublin,1250000.0,No,Second-Hand Dwelling house /Apartment,17,11,2021,1
"21 MAIESTON, SANTRY CROSS, BALLYMUN DUBLIN 11",Dublin,155000.0,No,Second-Hand Dwelling house /Apartment,11,6,2019,3
"71 Cill Beg Manor, Stradbally",Laois,219999.32,No,New Dwelling house /Apartment,8,12,2016,6
"17 WOLFE TONE ST, CLONMEL, TIPPERARY",Tipperary,50500.0,No,Second-Hand Dwelling house /Apartment,21,1,2016,6
"70 CLONMORE, BALLYVINITER, MALLOW",Cork,176500.0,No,Second-Hand Dwelling house /Apartment,6,8,2014,8
"75 Crenigans Banog, Ashbourne",Meath,344999.14,No,New Dwelling house /Apartment,18,9,2017,5
"Cherrybank  Clonmoney, Woodenbridge, Arklow",Wicklow,725000.0,No,Second-Hand Dwelling house /Apartment,11,6,2015,7
"62 Deerpark Road, Mount Merrion",Dublin,780000.0,No,Second-Hand Dwelling house /Apartment,26,2,2010,12
"1465 Assumpta Villas, Kildare",Kildare,125000.0,No,Second-Hand Dwelling house /Apartment,30,4,2010,12
"LISKILLEEN, ABINGDON PARK, SHANKHILL",Dublin,283333.0,No,Second-Hand Dwelling house /Apartment,7,11,2019,3
"23 GLENCAIRN LAWN, THE GALLOPS, LEOPARDSTOWN DUBLIN 18",Dublin,544000.0,No,Second-Hand Dwelling house /Apartment,5,9,2018,4
"92 MARIAN PARK, TRALEE, KERRY",Kerry,125000.0,No,Second-Hand Dwelling house /Apartment,18,7,2018,4
"121 SARSFIELD SQ, ATHLONE, WESTMEATH",Westmeath,116000.0,No,Second-Hand Dwelling house /Apartment,17,12,2020,2
"56 Summerseat Avenue, Clonee, County Meath",Meath,319999.63,No,New Dwelling house /Apartment,3,11,2021,1
"THE OLD CANAL BANK, SOUTH ALLEN WOOD, CO KILDARE",Kildare,360000.0,No,Second-Hand Dwelling house /Apartment,25,10,2018,4
"28 CANON HALL, CHURCH ST EAST, DUBLIN 3",Dublin,260000.00015,No,New Dwelling house /Apartment,1,2,2018,4
"21 Rokeby Park, Lucan",Dublin,795000.00155,No,New Dwelling house /Apartment,12,3,2021,1
"DERRYGRA, ENNISKEANE, CORK",Cork,255000.0,No,Second-Hand Dwelling house /Apartment,11,5,2018,4
"23 Rathstewart  Crescent, Athy",Kildare,80000.0,No,Second-Hand Dwelling house /Apartment,3,7,2014,8
"48A BEECHPARK AVE, CASTLEKNOCK, DUBLIN 15",Dublin,720000.0,No,Second-Hand Dwelling house /Apartment,17,7,2017,5
"Fiddown Cottage, Doneraile Drive, Tramore",Waterford,310000.0,No,Second-Hand Dwelling house /Apartment,7,9,2011,11
"22 Birchdale Road, Kinsealy, Swords",Dublin,178000.0,No,Second-Hand Dwelling house /Apartment,21,1,2013,9
"149 The Links, Elm Park, Merrion Road",Dublin,111008.0,No,Second-Hand Dwelling house /Apartment,17,2,2016,6
"MOYRA, FALCARRAGH, LETTERKENNY",Donegal,82000.0,No,Second-Hand Dwelling house /Apartment,21,12,2015,7
"4 DISWELLSTOWN HEATH, CASTLEKNOCK",Dublin,1250000.0,Yes,New Dwelling house /Apartment,21,12,2016,6
"69 PHILIPSBURGH AVE, FAIRVIEW, DUBLIN 3",Dublin,467000.0,No,Second-Hand Dwelling house /Apartment,20,7,2021,1
"36 LIFFEY DR, LUCAN, DUBLIN",Dublin,285000.0,No,Second-Hand Dwelling house /Apartment,8,12,2021,1
"10 GROVE AVE, MALAHIDE, DUBLIN",Dublin,934000.0,No,Second-Hand Dwelling house /Apartment,17,12,2013,9
"7 CASTLE GROVE, JULIANSTOWN, MEATH",Meath,117000.0,No,Second-Hand Dwelling house /Apartment,14,11,2014,8
"MEELICK, ROSENALLIS, COUNTY LAOIS",Laois,40000.0,No,Second-Hand Dwelling house /Apartment,31,3,2017,5
"30 VALE VIEW LAWN, THE PARK, CABINTEELY DUBLIN 18",Dublin,540000.0,No,Second-Hand Dwelling house /Apartment,5,7,2016,6
"No 1 Cluain Caoin, Borrisokane Road, Nenagh",Tipperary,185000.0,No,Second-Hand Dwelling house /Apartment,3,4,2013,9
"TOUGHBAWN, DRINAGH, CO CORK",Cork,82500.0,No,Second-Hand Dwelling house /Apartment,21,2,2020,2
"21 The Green, Mullen Park, Straffan Road",Kildare,420001.075,No,New Dwelling house /Apartment,15,6,2021,1
"Apartment 13, Courthouse Square, Clifden",Galway,150000.0,No,Second-Hand Dwelling house /Apartment,10,12,2012,10
"78-80 Main st, bray",Wicklow,150000.0,No,Second-Hand Dwelling house /Apartment,2,12,2015,7
"GRAFTONSTOWN, BRACKLYN, MULLINGAR",Westmeath,75000.0,Yes,Second-Hand Dwelling house /Apartment,26,2,2021,1
"71 MEADOW PARK RD, BALLYVOLANE, CORK",Cork,185000.0,No,Second-Hand Dwelling house /Apartment,12,6,2019,3
"38 DOWLAND RD, WALKINSTOWN, DUBLIN 12",Dublin,331000.0,No,Second-Hand Dwelling house /Apartment,4,8,2017,5
"57 WOODFORD COURT, CLONDALKIN, DUBLIN 22",Dublin,333000.0,No,Second-Hand Dwelling house /Apartment,21,6,2021,1
"16 CEIDE DIARMADA, ARD A LAOI, CASTLEDERMOT",Kildare,112000.0,No,Second-Hand Dwelling house /Apartment,24,2,2021,1
"4 Tulach Rua, Courtbrack, Blarney",Cork,282207.535,No,New Dwelling house /Apartment,16,10,2012,10
"41 WEST ROAD, EAST WALL, DUBLIN 3",Dublin,170000.0,No,Second-Hand Dwelling house /Apartment,14,7,2015,7
"29 EMMET ST, CARRICKMACROSS, MONAGHAN",Monaghan,30000.0,Yes,Second-Hand Dwelling house /Apartment,5,10,2021,1
"Ballymacrown, Baltimore, Co Cork",Cork,158900.0,No,New Dwelling house /Apartment,11,5,2011,11
"2 Maglin Green, Ballincollig, Co. Cork",Cork,479999.9898,No,New Dwelling house /Apartment,11,3,2020,2
"11 LAURELMOUNT CLOSE, CARRIGALINE, CORK",Cork,316000.0,No,Second-Hand Dwelling house /Apartment,30,9,2021,1
"20 DROM SLI, COURTBRACK, CORK",Cork,410000.0,No,Second-Hand Dwelling house /Apartment,31,3,2021,1
"9 The Green, Station Manor, Station Road",Dublin,459999.99590000004,No,New Dwelling house /Apartment,15,10,2018,4
"51 Ard Branagh, Heathfield, Portlaoise",Laois,294532.5,No,New Dwelling house /Apartment,28,7,2021,1
"27 THE MOORINGS, GLENCURRAGH, SKIBBEREEN",Cork,230000.0,No,Second-Hand Dwelling house /Apartment,9,7,2021,1
"6 MOREHAMPTON TERRACE, DONNYBROOK DUBLIN 4, DUBLIN",Dublin,575000.0,No,Second-Hand Dwelling house /Apartment,28,1,2020,2
"WAYSIDE, GERALDINE RD, ATHY",Kildare,120000.0,No,Second-Hand Dwelling house /Apartment,30,9,2015,7
