Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
06/05/2016,"108 Leas na Mara, Ballymoneen Road",,Galway,"€160,139.22",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/09/2021,"10 DEERPARK CROSSMOLINA, CROSSMOLINA, MAYO",,Mayo,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/11/2020,"7 GREENVIEW TERRACE, TRALEE, CO KERRY",,Kerry,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/11/2018,"1 White Pines Heights, Stocking Avenue, Rathfarnham",Dublin 16,Dublin,"€422,908.68",No,Yes,New Dwelling house /Apartment,
23/02/2021,"21 REDBARN HOLIDAY COTTAGES, REDBARN BEACH, YOUGHAL",,Cork,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/02/2021,"3 BALHEARY ROAD, SWORDS, COUNTY DUBLIN",,Dublin,"€480,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/10/2021,"14 GLENBOURNE RD, LEOPARDSTOWN, DUBLIN 18",Dublin 18,Dublin,"€520,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"SEA VIEW, MAIN ST, WHITEGATE",,Cork,"€76,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2020,"Apt  22 the Barrington, Block 6A  Lansdowne Place, Ballsbridge  Dublin 4",Dublin 4,Dublin,"€1,370,044.00",No,Yes,New Dwelling house /Apartment,
12/12/2018,"9 CLAUGHAUN COURT, GARRYOWEN, LIMERICK",,Limerick,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/10/2017,"80 GLENVIEW PARK, KILPEDDER, WICKLOW",,Wicklow,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/02/2020,"44 CHANDLERS REST, RUSHBROOKE LINKS, COBH",,Cork,"€199,154.75",Yes,No,Second-Hand Dwelling house /Apartment,
06/01/2010,"547 The Heron, Jacobs Island, Cork",,Cork,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/06/2019,"23 DERHEEN, THURLES, TIPPERARY",,Tipperary,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/08/2017,"2 ST FINTANS GROVE, SUTTON, DUBLIN 13",Dublin 13,Dublin,"€675,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/12/2012,"42 Clanranald Road, Donnycarney",,Dublin,"€171,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2016,"44 JULIET SQ, PALMERSTOWN, DUBLIN 20",Dublin 20,Dublin,"€191,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/06/2021,"THE MEWS, 450 NORTH CIRCULAR RD, DUBLIN 1",Dublin 1,Dublin,"€700,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/08/2017,"73 CROMWELLSFORT DR, MULGANNON, WEXFORD",,Wexford,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/08/2017,"10 Waverly Avenue, Waverly, Blacklion",,Wicklow,"€339,207.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
14/12/2012,"19 John McCormack Avenue, Walkinstown",Dublin 12,Dublin,"€172,500.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2017,"BOHO, BALLINTUBBER, ROSCOMMON",,Roscommon,"€74,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/09/2017,"THE ROCK, LORD EDWARD ST, BALLYMOTE",,Sligo,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/08/2015,"Moneyteige, Craughwell",,Galway,"€256,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
17/04/2014,"2 CRESENT HAWTHORN, BALLINASLOE, HAWTHORN",,Galway,"€94,500.00",No,No,Second-Hand Dwelling house /Apartment,
27/11/2018,"8 CHATSWORTH, CLOGH, CASTLECOMER",,Kilkenny,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/07/2021,"281 BEECHPARK, LEIXLIP, KILDARE",,Kildare,"€437,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/04/2017,"129 NEPHIN RD, CABRA, DUBLIN 7",Dublin 7,Dublin,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/07/2018,"APT 65 BLOCK 3, THE WATERMILL, RAHENY DUBLIN 5",Dublin 5,Dublin,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/04/2020,"TUSCON, 8 MARYVILLE, BALLINTEMPLE",,Cork,"€470,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/03/2018,"20 ard coillte, ballina, Co Tipperary",,Tipperary,"€264,317.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
07/05/2010,"24 Springfort Crescent, Montenotte, Cork",,Cork,"€355,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/12/2019,"MUNTERMELLON, HORNHEAD, DUNFANAGHY",,Donegal,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2019,"GULLANE, CLONAKILTY, CORK",,Cork,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2019,"NEWSTOWN, TULLOW, CO CARLOW",,Carlow,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/03/2021,"122 CASTLE PLACE, RAILWAY SQ, WATERFORD",,Waterford,"€118,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/04/2021,"2 Cualanor Crescent, Monkstown",,Dublin,"€753,304.00",No,Yes,New Dwelling house /Apartment,
23/03/2017,"3 OLIVER PLUNKETT PARK, KENTSTOWN, NAVAN",,Meath,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/03/2016,"26 CLONWOOD HEIGHTS, CLANE, KILDARE",,Kildare,"€490,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2018,"6 THE RISE, KELLYS BAY, SKERRIES",,Dublin,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/10/2019,"15 WOODSIDE, DODDER PARK RD, RATHFARNHAM DUBLIN 14",Dublin 14,Dublin,"€710,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/02/2021,"2 SÚIOMH ÁLAINN, CHURCHGROUND, KILGARVAN",,Kerry,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/06/2014,"WEST END, KILFINNANE, CO LIMERICK",,Limerick,"€16,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/10/2020,"4 RECTORY GROVE, DUNCORMICK, WEXFORD",,Wexford,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/09/2017,"29 FONTENOY ST, DUBLIN 7, DUBLIN",Dublin 7,Dublin,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2016,"2 Wolfe Avenue, Lehenaghmore",,Cork,"€420,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
10/12/2020,"20 Temple Mills, Rathangan",,Kildare,"€211,409.00",No,Yes,New Dwelling house /Apartment,
13/09/2021,"15 OWENDOHER LODGE, BALLYBODEN RD, RATHFARNHAM DUBLIN 16",Dublin 16,Dublin,"€378,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/03/2016,"7 BARRETTSTOWN LAWNS, NEWBRIDGE, KILDARE",,Kildare,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/10/2016,"6 The Place, Hazelbrook Square, Churchtown",Dublin 14,Dublin,"€410,875.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
22/08/2019,"7 Court Keep, Barrack Street, Tullow",,Carlow,"€28,000.00",No,Yes,New Dwelling house /Apartment,
28/07/2017,"2 KNOCKROE, DRANGAN, THURLES",,Tipperary,"€100,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
29/11/2019,"31 Hanover Court, Hanover Quay, Dublin 2",,Dublin,"€449,339.21",No,Yes,New Dwelling house /Apartment,
02/03/2012,"37 Sandyford Downs, Sandyford",,Dublin,"€495,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/03/2018,"39 ST ASSAMS PARK, RAHENY, DUBLIN 5",Dublin 5,Dublin,"€640,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/11/2012,"83/84, Capel Street",Dublin 7,Dublin,"€153,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/06/2015,"14 Kilamainham Square, Kilmainham",Dublin 8,Dublin,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/08/2021,"DERRYDONNELL, ATHENRY, CO GALWAY",,Galway,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/03/2020,"19 ORLAGH WAY, KNOCKLYON, DUBLIN 16",Dublin 16,Dublin,"€490,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/06/2018,"31 LIOS EALTAN, NILE LODGE, GALWAY",,Galway,"€326,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/07/2016,"MOUNTAIN VIEW, BUNANMERA, DUNMANWAY",,Cork,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/08/2014,"30 CHARLESLAND CRESCENT, CHARLESLAND, GREYSTONES",,Wicklow,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2014,"8 Cartron Court, Moate",,Westmeath,"€61,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/08/2018,"15 LARKFIELD CLOSE, CLAY FARM, LEOPARDSTOWN",,Dublin,"€506,025.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/05/2016,"THE COTTAGE, DRUMLAHEEN, FOXFIELD",,Leitrim,"€44,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/03/2011,"73 Lissadell Avenue, Drimnagh, Dublin 12",,Dublin,"€118,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2018,"1 Cearnog Chiarain, Sli Na Manach, Mungret",,Limerick,"€251,101.32",No,Yes,New Dwelling house /Apartment,
27/11/2018,"CASTLE STREET, BIRR, CO OFFALY",,Offaly,"€21,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2014,"Ballybolauder, Kilmacrenan",,Donegal,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/04/2019,"35 The Avenue, Carrickmines Green, Glenamuck Road",Dublin 18,Dublin,"€172,500.00",No,Yes,New Dwelling house /Apartment,
01/02/2017,"16 Cedar Lawns, St. Mary's Road, Edenderry",,Offaly,"€145,375.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
01/06/2017,"TULLAHA, GLENFLESK, KILLARNEY",,Kerry,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/05/2014,"42 MOYLARAGH WALK, BALBRIGGAN, DUBLIN",,Dublin,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2017,"DERRYNANE, 2 GLENDALOUGH PARK, THE LOUTH",,Cork,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/08/2017,"27 CULVERT APTS, DUBLIN 8, DUBLIN",Dublin 8,Dublin,"€3,915,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2018,"9 CROMCASTLE RD, KILMORE DUBLIN 5, DUBLIN",Dublin 5,Dublin,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/09/2020,"KILNAGRANGE KILMACTHOMAS, KILMACTHOMAS, WATERFORD",,Waterford,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/02/2018,"98 Abbeygate, Ferrybank",,Kilkenny,"€150,000.00",Yes,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
10/10/2019,"CHURCH STREET, ABBEYFEALE, CO LIMERICK",,Limerick,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/10/2012,"14 delhurst terrace Ongar d15, ongar",,Dublin,"€157,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/06/2013,"2 BLAKES COURT, CLONSILLA, BLAKESTOWN ROAD",Dublin 15,Dublin,"€111,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/08/2019,"3 BRAMBLE PARK, BRIDGETOWN, WEXFORD",,Wexford,"€187,500.00",No,No,Second-Hand Dwelling house /Apartment,
23/05/2012,"NO 1 INISBOFIN, BAILEY VIEW HARBOUR ROAD, DALKEY",,Dublin,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/06/2010,"18 Hillview, Ballyclerihan, Clonmel",,Tipperary,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/08/2015,"19 BUNREE RD, BALLINA, CO MAYO",,Mayo,"€33,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/11/2011,"Ballylongane, Ballyheigue",,Kerry,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/11/2020,"36 PINE GROVE, TRAMORE HEIGHTS, TRAMORE",,Waterford,"€267,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/09/2019,"1 The Crescent, Heathfield, Carriganarra",,Cork,"€418,501.00",No,Yes,New Dwelling house /Apartment,
15/11/2019,"34 KINVARA AVE NAVAN RD, DUBLIN",Dublin 15,Dublin,"€444,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/09/2017,"37 ST. MARYS ROAD, EAST WALL, DUBLIN 3",Dublin 7,Dublin,"€312,500.00",No,No,Second-Hand Dwelling house /Apartment,
24/11/2021,"23 WOODLAND PARK, RUSH, DUBLIN",,Dublin,"€355,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/12/2014,"14 Radharc na Coille, Rathcoole",,Cork,"€77,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
23/07/2015,"21 AN LUASAN, BALLYBRIT, GALWAY",,Galway,"€142,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2016,"BRATTY RD, CASTLEPOLLARD, CO WESTMEATH",,Westmeath,"€53,332.00",Yes,No,Second-Hand Dwelling house /Apartment,
29/03/2012,"115 Sallins Bridge, Sallins",,Kildare,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/03/2019,"GORTROE, LOMBARDSTOWN, COUNTY CORK",,Cork,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/10/2017,"29 FOXES GLEN, MILFORD, DONEGAL",,Donegal,"€86,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/12/2018,"180 CLUAIN RIOCAIRD, HEADFORD RD, GALWAY",,Galway,"€186,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/08/2021,"35 the close, ledwill park, Kilcock",,Kildare,"€281,938.00",No,Yes,New Dwelling house /Apartment,
14/09/2021,"33 KNOCKRAHADERRY, LISCANNOR, CLARE",,Clare,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/07/2021,"167 DECIES RD, BALLYFERMOT, DUBLIN 10",Dublin 10,Dublin,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2015,"5 CLOGHASTAGH TCE, BETTYSTOWN, MEATH",,Meath,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/08/2020,"31 THE INNINGS, OBSERVATORY LANE, DUBLIN 6",Dublin 6,Dublin,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/09/2020,"11 Shackleton Heath, Shackleton Park, Lucan",,Dublin,"€343,612.00",No,Yes,New Dwelling house /Apartment,
04/09/2019,"143 GLENMORE WOOD, DUBLIN RD, MULLINGAR",,Westmeath,"€191,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/02/2014,"65 WEST ST, DROGHEDA, LOUTH",,Louth,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/12/2021,"15 GLENCARRA, CASTLEBAR, MAYO",,Mayo,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/09/2015,"12 THE GROVE, ORLYNN PARK, LUSK",,Dublin,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/09/2010,"30 Chandler's Way, Rushbrooke Links, Cobh",,Cork,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/12/2015,"10 CHAPEL STREET, TALLOW, WATERFORD",,Waterford,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/03/2019,"7 LUTTRELLSTOWN, THICKET, CASTLEKNOCK DUBLIN 15",Dublin 15,Dublin,"€460,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/01/2019,"169 WATERVILLE CRESCENT, DUNDALK, LOUTH",,Louth,"€156,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2016,"GLENLOSSERA, UPPER KILMACUD ROAD, DUNDRUM",,Dublin,"€690,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/08/2021,"146 REDFORD PARK, GREYSTONES, WICKLOW",,Wicklow,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/12/2020,"15 The Wood, Bellingstown, Kilmartin",,Dublin,"€312,775.33",No,Yes,New Dwelling house /Apartment,
31/03/2020,"LONGWOOD, ENFIELD, MEATH",,Meath,"€342,500.00",No,No,Second-Hand Dwelling house /Apartment,
04/07/2018,"1 Shackleton Avenue, Shackleton Park, Lucan",,Dublin,"€330,396.46",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
13/09/2017,"BLUEBELL COTTAGE, GLACK, ARDEE",,Louth,"€78,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/05/2018,"KNOCKNACARRIGEEN, BELCLARE, GALWAY",,Galway,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/09/2012,"65 Hollybank Road, Drumcondra, Dublin 9",Dublin 9,Dublin,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2014,"APTS 1-9 GRACE PARK HOUSE, RICHMOND RD, DRUMCONDRA DUBLIN 9",Dublin 3,Dublin,"€850,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/10/2019,"4 ST MAGDALENE TERRACE, DROGHEDA, LOUTH",,Louth,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/11/2018,"AUBURN, BURY ST, BALLINA",,Mayo,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/12/2011,"No. 5 Lahard, Beaufort, Killarney",,Kerry,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/12/2019,"98 PATRICIAN VILLAS, STILLORGAN, DUBLIN",,Dublin,"€460,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/10/2010,"92 WOODLANDS, LACKAGH, TURLOUGHMORE",,Galway,"€276,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/07/2010,"Lissycasey, Co. Clare",,Clare,"€236,211.45",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
15/02/2021,"43 HIGHFIELD MANOR, MULLINS LANE, CARLOW",,Carlow,"€226,500.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2014,"7 MENEVAL GREEN, FARMLEIGH, DUNMORE RD",,Waterford,"€91,600.00",No,No,Second-Hand Dwelling house /Apartment,
21/02/2017,"CLOUGHABRODY, THOMASTOWN, KILKENNY",,Kilkenny,"€240,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
12/07/2019,"22 BRIOT CLOSE, TEMPLARS HILL, KILBARRY",,Waterford,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/11/2018,"11 LIMEKILN LANE, HAROLDS CROSS DUBLIN 6, DUBLIN",Dublin 12,Dublin,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2019,"11 Edenbrook Close, Edenbrook Citywest, Dublin 24",,Dublin,"€355,638.76",No,Yes,New Dwelling house /Apartment,
21/04/2011,"46 An Glasan, Greenville Lane, Enniscorthy",,Wexford,"€64,713.64",Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/05/2016,"10 THE MILL, WEAVERS SQ, DUBLIN 8",Dublin 8,Dublin,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2013,"8 Cedarhurst Road, Phoenix Park Racecourse, Castleknock",Dublin 15,Dublin,"€8,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/09/2020,"73 NASH ST, INCHICORE, DUBLIN 8",Dublin 8,Dublin,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/02/2013,"13 Springdale, Claremorris",,Mayo,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/07/2011,"Apartment 10 Beech House, Carrickmines Green, Glenamuck road",,Dublin,"€194,713.65",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
17/11/2021,"84A RIVER VALLEY DR, SWORDS, DUBLIN",,Dublin,"€282,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/02/2021,"BALLYVAKE, GLENBRIEN, ENNISCORTHY",,Wexford,"€227,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/09/2021,"49 THE PALMS, ROEBUCK RD, CLONSKEAGH DUBLIN 14",Dublin 14,Dublin,"€885,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/06/2017,"38 PARK AVENUE, MILLERS GLEN, SWORDS",,Dublin,"€339,409.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
08/01/2016,"17 The Rise, Moyglare Hall, Maynooth",,Kildare,"€299,558.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
04/06/2015,"1 THE PINES, FRENCHPARK, TYRELLSTOWN",Dublin 15,Dublin,"€141,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/11/2014,"49 LOWER ALBERT RD, GLENAGEARY, DUBLIN",,Dublin,"€755,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/10/2018,"19 Blackrock Crescent, Eden, Blackrock",,Cork,"€339,207.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/06/2016,"123 Evanwood, Castletroy",,Limerick,"€243,500.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/01/2017,"305C THE CRESCENT, BELGARD HEIGHTS, DUBLIN 24",Dublin 24,Dublin,"€365,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2010,"66 Rory O'Connor Place, Arklow",,Wicklow,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2013,"2 MOREHAMPTON MEWS, MOREHAMPTON ROAD, DONNYBROOK",,Dublin,"€680,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/04/2017,"17 RUANBEG AVENUE, KILDARE TOWN, COUNTY KILDARE",,Kildare,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/04/2013,"9 Sherlock Terrace, Skerries",,Dublin,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/08/2014,"41 SUMMERCOVE, LAHINCH, CO CLARE",,Clare,"€93,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/09/2021,"29 GRIFFITH PLACE, WATERFORD, WATERFORD",,Waterford,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2017,"GLENDUN, SLANEY WOODS, WEXFORD",,Wexford,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/11/2018,"143 OLD YOUGHAL ROAD, DILLONS CROSS, CORK CITY",,Cork,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/01/2019,"WESTFIELDS, TULLAGHSTOWN, NAVAN",,Meath,"€480,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/02/2015,"11 VICARS COURT, ARCHERSWOOD, CLONEE DUBLIN 15",Dublin 15,Dublin,"€70,833.00",No,No,Second-Hand Dwelling house /Apartment,
30/07/2018,"3 GLENSIDE RD, WICKLOW, WICKLOW",,Wicklow,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/10/2016,"BALLYBEGGAN, TRALEE, COUNTY KERRY",,Kerry,"€76,666.00",Yes,No,Second-Hand Dwelling house /Apartment,
24/12/2019,"10 PARKER HOUSE, MYRTLE COURT, BALDOYLE DUBLIN 13",Dublin 13,Dublin,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/11/2019,"22 Ardilaun Court, Sybil Hill Road, Raheny",Dublin 5,Dublin,"€457,587.66",No,Yes,New Dwelling house /Apartment,
30/09/2016,"85 BARROWVALE, PORTLAOISE RD, GRAIGUECULLEN",,Laois,"€141,500.00",No,No,Second-Hand Dwelling house /Apartment,
25/03/2011,"895 Grangenolvan, Athy",,Kildare,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/12/2015,"10 MARKET SQ, PORTLAW, WATERFORD",,Waterford,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/10/2011,"KNOCKROWER, STRADBALLY",,Waterford,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/03/2021,"41 Belltree Avenue, Belltree, Clongriffin",Dublin 13,Dublin,"€374,449.33",No,Yes,New Dwelling house /Apartment,
28/02/2014,"23 Pairc Ard Sheelhane, Sneem, Co. Kerry",,Kerry,"€110,132.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
